soc_code,soc_title_ours,selected_felten_code,selected_felten_name,aioe_score,match_basis,manual_notes,review_source,latest_year_employment,latest_year_weight,step3_match_flag
31-1120,Home Health and Personal Care Aides,31-1011,Home Health Aides,-0.644942,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,3887140.0,0.02980551128297715,True
41-2031,Retail Salespersons,41-2031,Retail Salespersons,0.0873069,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3439720.0,0.02637481883088393,True
35-3023,Fast Food and Counter Workers,35-3023,Fast Food and Counter Workers (##),-0.4850956,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge,3408200.0,0.026133132214080975,True
29-1141,Registered Nurses,29-1141,Registered Nurses,0.2294097,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2985110.0,0.022888995453193846,True
11-1021,General and Operations Managers,11-1021,General and Operations Managers,0.5748773,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2949930.0,0.022619244971622526,True
41-2011,Cashiers,41-2011,Cashiers,-0.2480887,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2615670.0,0.020056232010564282,True
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",-1.709183,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2565600.0,0.01967230913926593,True
53-7065,Stockers and Order Fillers,53-7065,Stockers and Order Fillers,-0.7892948,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2458870.0,0.018853933104640952,True
43-4051,Customer Service Representatives,43-4051,Customer Service Representatives,0.9562519,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2195480.0,0.01683433164525864,True
43-9061,"Office Clerks, General",43-9061,"Office Clerks, General",0.9888986,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2086330.0,0.015997399721907037,True
35-3031,Waiters and Waitresses,35-3031,Waiters and Waitresses,-0.9481003,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2038530.0,0.015630882580943164,True
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",-1.436201,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1937020.0,0.014852532058364865,True
53-3032,Heavy and Tractor-Trailer Truck Drivers,53-3032,Heavy and Tractor-Trailer Truck Drivers,-1.149057,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1682000.0,0.012897109437264303,True
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.099056,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1442720.0,0.011062376770112934,True
15-1252,Software Developers,15-1132,"Software Developers, Applications (#)",,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,1441640.0,0.011054095629689483,False
49-9071,"Maintenance and Repair Workers, General",49-9071,"Maintenance and Repair Workers, General",-1.014408,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1293980.0,0.009921879708460918,True
13-2011,Accountants and Auditors,13-2011,Accountants and Auditors,1.481956,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1276060.0,0.009784474119212537,True
35-2014,"Cooks, Restaurant",35-2014,"Cooks, Restaurant",-0.7418264,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1259230.0,0.00965542634761375,True
43-1011,First-Line Supervisors of Office and Administrative Support Workers,43-1011,First-Line Supervisors of Office and Administrative Support Workers,1.038688,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1249400.0,0.009580052634315113,True
31-1131,Nursing Assistants,31-1014,Nursing Assistants,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,1217690.0,0.00933690915021544,False
33-9032,Security Guards,33-9032,Security Guards,-0.3908421,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1207190.0,0.009256398062765217,True
25-9045,"Teaching Assistants, Except Postsecondary",25-1112,"Law Teachers, Postsecondary",1.35645,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,1200370.0,0.009204104194535644,True
25-2021,"Elementary School Teachers, Except Special Education",25-2021,"Elementary School Teachers, Except Special Education",0.8869491,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1170560.0,0.008975529383403152,True
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1.039749,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1135970.0,0.008710302858174276,True
51-2090,Miscellaneous Assemblers and Fabricators,51-2091,Fiberglass Laminators and Fabricators,-1.216496,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,1121110.0,0.008596360500125674,True
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1.302674,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1080080.0,0.00828175384126066,True
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,-0.2575492,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1074900.0,0.00824203503811855,True
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.8224681,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1019630.0,0.007818240009225803,True
13-1199,"Business Operations Specialists, All Other",13-1199,"Business Operations Specialists, All Other",1.047687,raw_crosswalk_single_match,,notebook_raw_soc_bridge,963560.0,0.007388310802241613,True
41-1011,First-Line Supervisors of Retail Sales Workers,41-1011,First-Line Supervisors of Retail Sales Workers,0.0191826,raw_crosswalk_single_match,,notebook_raw_soc_bridge,956720.0,0.007335863579559753,True
13-1082,Project Management Specialists,13-1082,Project Management Specialists (##),1.232705,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge,936080.0,0.007177601784800458,True
47-2061,Construction Laborers,47-2061,Construction Laborers,-1.622988,raw_crosswalk_single_match,,notebook_raw_soc_bridge,921060.0,0.007062432591133567,True
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1.191325,raw_crosswalk_single_match,,notebook_raw_soc_bridge,898410.0,0.006888758673919514,True
53-3033,Light Truck Drivers,53-3033,Light Truck Drivers,-1.120501,raw_crosswalk_single_match,,notebook_raw_soc_bridge,875900.0,0.0067161582378714646,True
43-6013,Medical Secretaries and Administrative Assistants,43-6013,Medical Secretaries and Administrative Assistants,1.217982,raw_crosswalk_single_match,,notebook_raw_soc_bridge,849350.0,0.006512580202461615,True
37-3011,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,-1.824293,raw_crosswalk_single_match,,notebook_raw_soc_bridge,822100.0,0.00630363476122175,True
43-4171,Receptionists and Information Clerks,43-4171,Receptionists and Information Clerks,1.013186,raw_crosswalk_single_match,,notebook_raw_soc_bridge,804760.0,0.006170676451089668,True
35-2021,Food Preparation Workers,35-2021,Food Preparation Workers,-1.226416,raw_crosswalk_single_match,,notebook_raw_soc_bridge,789300.0,0.006052133459472482,True
13-1071,Human Resources Specialists,13-1071,Human Resources Specialists,1.36005,raw_crosswalk_single_match,,notebook_raw_soc_bridge,787010.0,0.006034574374685719,True
13-1111,Management Analysts,13-1111,Management Analysts,1.432417,raw_crosswalk_single_match,,notebook_raw_soc_bridge,772750.0,0.005925232650205702,True
11-3031,Financial Managers,11-3031,Financial Managers,1.446232,raw_crosswalk_single_match,,notebook_raw_soc_bridge,746320.0,0.005722574741509569,True
13-1161,Market Research Analysts and Marketing Specialists,13-1161,Market Research Analysts and Marketing Specialists,1.426757,raw_crosswalk_single_match,,notebook_raw_soc_bridge,744280.0,0.005706932587376383,True
31-9092,Medical Assistants,31-9092,Medical Assistants,0.1497917,raw_crosswalk_single_match,,notebook_raw_soc_bridge,728920.0,0.005589156368020628,True
37-2012,Maids and Housekeeping Cleaners,37-2012,Maids and Housekeeping Cleaners,-1.480657,raw_crosswalk_single_match,,notebook_raw_soc_bridge,721980.0,0.0055359423730773375,True
43-5071,"Shipping, Receiving, and Inventory Clerks",43-5071,"Shipping, Receiving, and Inventory Clerks",-0.7463213,raw_crosswalk_single_match,,notebook_raw_soc_bridge,711140.0,0.00545282425993825,True
23-1011,Lawyers,23-1011,Lawyers,1.328783,raw_crosswalk_single_match,,notebook_raw_soc_bridge,705070.0,0.005406281183669407,True
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,-0.3054048,raw_crosswalk_single_match,,notebook_raw_soc_bridge,690660.0,0.005295789300797243,True
35-3011,Bartenders,35-3011,Bartenders,-0.6159883,raw_crosswalk_single_match,,notebook_raw_soc_bridge,661140.0,0.005069438129222902,True
53-7051,Industrial Truck and Tractor Operators,53-7051,Industrial Truck and Tractor Operators,-1.39869,raw_crosswalk_single_match,,notebook_raw_soc_bridge,657040.0,0.005038000466504244,True
47-2111,Electricians,47-2111,Electricians,-0.7796905,raw_crosswalk_single_match,,notebook_raw_soc_bridge,650930.0,0.004991150681330828,True
49-3023,Automotive Service Technicians and Mechanics,49-3023,Automotive Service Technicians and Mechanics,-0.9547055,raw_crosswalk_single_match,,notebook_raw_soc_bridge,606150.0,0.0046477900626621625,True
15-1232,Computer User Support Specialists,15-1151,Computer User Support Specialists,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,599640.0,0.004597873188443025,False
11-3021,Computer and Information Systems Managers,11-3021,Computer and Information Systems Managers,1.059853,raw_crosswalk_single_match,,notebook_raw_soc_bridge,584110.0,0.004478793456242838,True
33-3051,Police and Sheriff's Patrol Officers,33-3051,Police and Sheriff's Patrol Officers,-0.6681123,raw_crosswalk_single_match,,notebook_raw_soc_bridge,582190.0,0.004464071428823368,True
47-2031,Carpenters,47-2031,Carpenters,-1.323631,raw_crosswalk_single_match,,notebook_raw_soc_bridge,581330.0,0.004457477187375064,True
11-9199,"Managers, All Other",11-9199,"Managers, All Other",0.9646872,raw_crosswalk_single_match,,notebook_raw_soc_bridge,551020.0,0.00422506851493542,True
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,0.1466244999999999,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,545070.0,0.004179445565380293,True
51-1011,First-Line Supervisors of Production and Operating Workers,51-1011,First-Line Supervisors of Production and Operating Workers,-0.0845282,raw_crosswalk_single_match,,notebook_raw_soc_bridge,537130.0,0.004118563847822696,True
29-2061,Licensed Practical and Licensed Vocational Nurses,29-2061,Licensed Practical and Licensed Vocational Nurses,-0.5137373,raw_crosswalk_single_match,,notebook_raw_soc_bridge,537050.0,0.004117950430013552,True
11-2022,Sales Managers,11-2022,Sales Managers,1.26628,raw_crosswalk_single_match,,notebook_raw_soc_bridge,536050.0,0.004110282707399245,True
35-2011,"Cooks, Fast Food",35-2011,"Cooks, Fast Food",-0.7131837,raw_crosswalk_single_match,,notebook_raw_soc_bridge,526150.0,0.004034372253517606,True
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1.286445,raw_crosswalk_single_match,,notebook_raw_soc_bridge,525760.0,0.004031381841698026,True
11-9111,Medical and Health Services Managers,11-9111,Medical and Health Services Managers,1.260259,raw_crosswalk_single_match,,notebook_raw_soc_bridge,522220.0,0.00400423810364338,True
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.0205169,raw_crosswalk_single_match,,notebook_raw_soc_bridge,515730.0,0.003954474583876527,True
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,-1.927078,raw_crosswalk_single_match,,notebook_raw_soc_bridge,495920.0,0.003802576998887107,True
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",-0.0293395,raw_crosswalk_single_match,,notebook_raw_soc_bridge,491610.0,0.0037695291144194437,True
53-7064,"Packers and Packagers, Hand",53-7064,"Packers and Packagers, Hand",-1.51362,raw_crosswalk_single_match,,notebook_raw_soc_bridge,483610.0,0.003708187333504988,True
39-9011,Childcare Workers,39-9011,Childcare Workers,-0.3834794,raw_crosswalk_single_match,,notebook_raw_soc_bridge,455700.0,0.003494181195339681,True
15-1211,Computer Systems Analysts,15-1121,Computer Systems Analysts,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,441640.0,0.003386373015382525,False
41-3031,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",1.256298,raw_crosswalk_single_match,,notebook_raw_soc_bridge,435770.0,0.003341363483636543,True
13-1020,Buyers and Purchasing Agents,,,,,,,433030.0,0.003320353923673342,False
25-3031,"Substitute Teachers, Short-Term",25-3031,"Substitute Teachers, Short-Term",1.32533,raw_crosswalk_single_match,,notebook_raw_soc_bridge,432920.0,0.0033195104741857683,True
25-2011,"Preschool Teachers, Except Special Education",25-2011,"Preschool Teachers, Except Special Education",0.0306372,raw_crosswalk_single_match,,notebook_raw_soc_bridge,431130.0,0.003305785250706159,True
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",21-1011,Substance Abuse and Behavioral Disorder Counselors,1.030841,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,431040.0,0.0033050951556708712,True
35-9021,Dishwashers,35-9021,Dishwashers,-1.738612,raw_crosswalk_single_match,,notebook_raw_soc_bridge,429740.0,0.0032951271162722723,True
47-2152,"Plumbers, Pipefitters, and Steamfitters",47-2152,"Plumbers, Pipefitters, and Steamfitters",-1.121219,raw_crosswalk_single_match,,notebook_raw_soc_bridge,413380.0,0.00316968317430221,True
43-6011,Executive Secretaries and Executive Administrative Assistants,43-6011,Executive Secretaries and Executive Administrative Assistants,1.079643,raw_crosswalk_single_match,,notebook_raw_soc_bridge,411640.0,0.0031563413369533164,True
29-2052,Pharmacy Technicians,29-2052,Pharmacy Technicians,0.0070256,raw_crosswalk_single_match,,notebook_raw_soc_bridge,409400.0,0.0031391656382972685,True
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",-0.0565477,raw_crosswalk_single_match,,notebook_raw_soc_bridge,389470.0,0.002986347926594131,True
41-3021,Insurance Sales Agents,41-3021,Insurance Sales Agents,1.341258,raw_crosswalk_single_match,,notebook_raw_soc_bridge,385920.0,0.0029591275113133413,True
13-1151,Training and Development Specialists,13-1151,Training and Development Specialists,1.198409,raw_crosswalk_single_match,,notebook_raw_soc_bridge,378390.0,0.00290138956002761,True
21-1093,Social and Human Service Assistants,21-1093,Social and Human Service Assistants,0.4652255,raw_crosswalk_single_match,,notebook_raw_soc_bridge,376300.0,0.0028853640197637085,True
47-2073,Operating Engineers and Other Construction Equipment Operators,47-2073,Operating Engineers and Other Construction Equipment Operators,-0.8815078,raw_crosswalk_single_match,,notebook_raw_soc_bridge,368110.0,0.0028225653715525344,True
13-1041,Compliance Officers,13-1041,Compliance Officers,0.6981205,raw_crosswalk_single_match,,notebook_raw_soc_bridge,365490.0,0.0028024759383030503,True
23-2011,Paralegals and Legal Assistants,23-2011,Paralegals and Legal Assistants,1.292055,raw_crosswalk_single_match,,notebook_raw_soc_bridge,364390.0,0.0027940414434273124,True
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",-0.8491117,raw_crosswalk_single_match,,notebook_raw_soc_bridge,359050.0,0.0027530958046669135,True
41-2021,Counter and Rental Clerks,41-2021,Counter and Rental Clerks,0.0784367,raw_crosswalk_single_match,,notebook_raw_soc_bridge,357660.0,0.0027424376702330265,True
35-2012,"Cooks, Institution and Cafeteria",35-2012,"Cooks, Institution and Cafeteria",-0.6360813,raw_crosswalk_single_match,,notebook_raw_soc_bridge,356400.0,0.002732776339739,True
39-3091,Amusement and Recreation Attendants,39-3091,Amusement and Recreation Attendants,-0.5246153,raw_crosswalk_single_match,,notebook_raw_soc_bridge,354950.0,0.002721658141948255,True
53-3031,Driver/Sales Workers,53-3031,Driver/Sales Workers,-0.7293087,raw_crosswalk_single_match,,notebook_raw_soc_bridge,350360.0,0.0026864632951485857,True
15-1299,"Computer Occupations, All Other",15-1199,"Computer Occupations, All Other (#)",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,350320.0,0.0026861565862440137,False
31-9091,Dental Assistants,31-9091,Dental Assistants,-0.5268759,raw_crosswalk_single_match,,notebook_raw_soc_bridge,349720.0,0.0026815559526754294,True
43-3021,Billing and Posting Clerks,43-3021,Billing and Posting Clerks,1.333455,raw_crosswalk_single_match,,notebook_raw_soc_bridge,347140.0,0.0026617732283305173,True
49-9041,Industrial Machinery Mechanics,49-9041,Industrial Machinery Mechanics,-1.133177,raw_crosswalk_single_match,,notebook_raw_soc_bridge,346240.0,0.0026548722779776413,True
43-5061,"Production, Planning, and Expediting Clerks",43-5061,"Production, Planning, and Expediting Clerks",0.6999103,raw_crosswalk_single_match,,notebook_raw_soc_bridge,340110.0,0.00260786913835194,True
21-1021,"Child, Family, and School Social Workers",21-1021,"Child, Family, and School Social Workers",0.7761707,raw_crosswalk_single_match,,notebook_raw_soc_bridge,338960.0,0.0025990512573454867,True
11-2021,Marketing Managers,11-2021,Marketing Managers,1.315032,raw_crosswalk_single_match,,notebook_raw_soc_bridge,336840.0,0.002582795685403156,True
17-2051,Civil Engineers,17-2051,Civil Engineers,1.282867,raw_crosswalk_single_match,,notebook_raw_soc_bridge,330630.0,0.00253517912796831,True
53-7061,Cleaners of Vehicles and Equipment,53-7061,Cleaners of Vehicles and Equipment,-1.629897,raw_crosswalk_single_match,,notebook_raw_soc_bridge,328040.0,0.0025153197263972546,True
13-2051,Financial and Investment Analysts,13-2051,Financial and Investment Analysts,1.380615,raw_crosswalk_single_match,,notebook_raw_soc_bridge,326100.0,0.002500444344525499,True
53-3051,"Bus Drivers, School",53-3022,"Bus Drivers, School or Special Client (#)",,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,322040.0,0.0024693133907114128,False
11-9021,Construction Managers,11-9021,Construction Managers,1.029139,raw_crosswalk_single_match,,notebook_raw_soc_bridge,320840.0,0.0024601121235742446,True
17-2112,Industrial Engineers,17-2112,Industrial Engineers,1.13787,raw_crosswalk_single_match,,notebook_raw_soc_bridge,316710.0,0.0024284444291771566,True
51-4121,"Welders, Cutters, Solderers, and Brazers",51-4121,"Welders, Cutters, Solderers, and Brazers",-1.197596,raw_crosswalk_single_match,,notebook_raw_soc_bridge,315670.0,0.0024204699976582774,True
21-1012,"Educational, Guidance, and Career Counselors and Advisors",21-1012,"Educational, Guidance, and Career Counselors and Advisors",0.9739287,raw_crosswalk_single_match,,notebook_raw_soc_bridge,305330.0,0.0023411857458263434,True
51-9111,Packaging and Filling Machine Operators and Tenders,51-9111,Packaging and Filling Machine Operators and Tenders,-0.978608,raw_crosswalk_single_match,,notebook_raw_soc_bridge,305040.0,0.0023389621062681948,True
25-3021,Self-Enrichment Teachers,25-3021,Self-Enrichment Teachers,0.526352,raw_crosswalk_single_match,,notebook_raw_soc_bridge,302720.0,0.0023211729898030024,True
29-1229,"Physicians, All Other",29-1069,"Physicians and Surgeons, All Other (#)",,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,300910.0,0.0023072944118711068,False
39-9031,Exercise Trainers and Group Fitness Instructors,39-9031,Exercise Trainers and Group Fitness Instructors,-2.111948,raw_crosswalk_single_match,,notebook_raw_soc_bridge,297360.0,0.0022800739965903173,True
33-2011,Firefighters,33-2011,Firefighters,-1.320232,raw_crosswalk_single_match,,notebook_raw_soc_bridge,296470.0,0.002273249723463584,True
29-2010,Clinical Laboratory Technologists and Technicians,29-2056,Veterinary Technologists and Technicians,-0.3623179,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,295320.0,0.002264431842457131,True
39-9032,Recreation Workers,39-9032,Recreation Workers,-0.2441154,raw_crosswalk_single_match,,notebook_raw_soc_bridge,290860.0,0.002230233799597322,True
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",-0.6824517,raw_crosswalk_single_match,,notebook_raw_soc_bridge,282190.0,0.0021637546445312807,True
29-1051,Pharmacists,29-1051,Pharmacists,0.6058705,raw_crosswalk_single_match,,notebook_raw_soc_bridge,280810.0,0.002153173187323537,True
11-9032,"Education Administrators, Kindergarten through Secondary",11-9032,"Education Administrators, Kindergarten through Secondary",1.048811,raw_crosswalk_single_match,,notebook_raw_soc_bridge,278670.0,0.00213676426092892,True
43-5052,Postal Service Mail Carriers,43-5052,Postal Service Mail Carriers,-1.064715,raw_crosswalk_single_match,,notebook_raw_soc_bridge,275050.0,0.002109007105065129,True
29-1171,Nurse Practitioners,29-1171,Nurse Practitioners,0.1900572,raw_crosswalk_single_match,,notebook_raw_soc_bridge,274650.0,0.002105940016019406,True
11-9141,"Property, Real Estate, and Community Association Managers",11-9141,"Property, Real Estate, and Community Association Managers",1.215396,raw_crosswalk_single_match,,notebook_raw_soc_bridge,272300.0,0.0020879208678757847,True
15-1244,Network and Computer Systems Administrators,15-1142,Network and Computer Systems Administrators,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,267080.0,0.0020478953558291024,False
43-3071,Tellers,43-3071,Tellers,0.4727723,raw_crosswalk_single_match,,notebook_raw_soc_bridge,257810.0,0.001976815567194477,True
35-3041,"Food Servers, Nonrestaurant",35-3041,"Food Servers, Nonrestaurant",-0.7270206,raw_crosswalk_single_match,,notebook_raw_soc_bridge,257350.0,0.001973288414791896,True
17-2141,Mechanical Engineers,17-2141,Mechanical Engineers,1.004709,raw_crosswalk_single_match,,notebook_raw_soc_bridge,256100.0,0.001963703761524012,True
13-1031,"Claims Adjusters, Examiners, and Investigators",13-1031,"Claims Adjusters, Examiners, and Investigators",1.274024,raw_crosswalk_single_match,,notebook_raw_soc_bridge,252970.0,0.0019397037897412313,True
27-3031,Public Relations Specialists,27-3031,Public Relations Specialists,1.284927,raw_crosswalk_single_match,,notebook_raw_soc_bridge,250180.0,0.0019183108436473149,True
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,-1.010472,raw_crosswalk_single_match,,notebook_raw_soc_bridge,239180.0,0.0018339658948899383,True
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",-1.601349,raw_crosswalk_single_match,,notebook_raw_soc_bridge,238010.0,0.0018249946594311992,True
39-2021,Animal Caretakers,39-2021,Animal Caretakers,-0.8890408,raw_crosswalk_single_match,,notebook_raw_soc_bridge,237300.0,0.0018195505763750413,True
33-3012,Correctional Officers and Jailers,33-3012,Correctional Officers and Jailers,-0.8875365,raw_crosswalk_single_match,,notebook_raw_soc_bridge,236240.0,0.0018114227904038758,True
29-1123,Physical Therapists,29-1123,Physical Therapists,-0.3581922,raw_crosswalk_single_match,,notebook_raw_soc_bridge,235290.0,0.0018041384539202842,True
51-4041,Machinists,51-4041,Machinists,-0.8675535,raw_crosswalk_single_match,,notebook_raw_soc_bridge,230540.0,0.0017677167715023261,True
41-2022,Parts Salespersons,41-2022,Parts Salespersons,-0.1184909,raw_crosswalk_single_match,,notebook_raw_soc_bridge,226090.0,0.0017335954058686602,True
13-1081,Logisticians,13-1081,Logisticians,1.297303,raw_crosswalk_single_match,,notebook_raw_soc_bridge,223290.0,0.0017121257825486007,True
15-2051,Data Scientists,,,,,,,222920.0,0.0017092887251813071,False
25-2052,"Special Education Teachers, Kindergarten and Elementary School",,,,,,,222630.0,0.001707065085623158,False
13-2072,Loan Officers,13-2072,Loan Officers,1.385739,raw_crosswalk_single_match,,notebook_raw_soc_bridge,220430.0,0.0016901960958716827,True
11-3012,Administrative Services Managers,11-3011,Administrative Services Managers (#),,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,220090.0,0.0016875890701828185,False
13-2052,Personal Financial Advisors,13-2052,Personal Financial Advisors,1.400749,raw_crosswalk_single_match,,notebook_raw_soc_bridge,219780.0,0.0016852120761723832,True
53-3053,Shuttle Drivers and Chauffeurs,53-3041,Taxi Drivers and Chauffeurs (#),,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,217650.0,0.0016688798270039094,False
27-2022,Coaches and Scouts,27-2022,Coaches and Scouts,0.1168668,raw_crosswalk_single_match,,notebook_raw_soc_bridge,217180.0,0.0016652759973751852,True
51-3011,Bakers,51-3011,Bakers,-0.3852989,raw_crosswalk_single_match,,notebook_raw_soc_bridge,212860.0,0.001632151435681379,True
43-4081,"Hotel, Motel, and Resort Desk Clerks",43-4081,"Hotel, Motel, and Resort Desk Clerks",0.6063127,raw_crosswalk_single_match,,notebook_raw_soc_bridge,208710.0,0.0016003303868320053,True
11-9051,Food Service Managers,11-9051,Food Service Managers,-0.1213112,raw_crosswalk_single_match,,notebook_raw_soc_bridge,207160.0,0.0015884454167798296,True
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.8911985,raw_crosswalk_single_match,,notebook_raw_soc_bridge,205580.0,0.0015763304150492245,True
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",,,,,,,204080.0,0.0015648288311277641,False
47-2141,"Painters, Construction and Maintenance",47-2141,"Painters, Construction and Maintenance",-1.58799,raw_crosswalk_single_match,,notebook_raw_soc_bridge,201860.0,0.0015478064869240025,True
25-9031,Instructional Coordinators,25-9031,Instructional Coordinators,1.301855,raw_crosswalk_single_match,,notebook_raw_soc_bridge,198950.0,0.0015254934141163694,True
13-1051,Cost Estimators,13-1051,Cost Estimators,1.367669,raw_crosswalk_single_match,,notebook_raw_soc_bridge,198870.0,0.0015248799963072247,True
29-2034,Radiologic Technologists and Technicians,29-2034,Radiologic Technologists and Technicians,-0.5559037,raw_crosswalk_single_match,,notebook_raw_soc_bridge,198170.0,0.0015195125904772099,True
11-3051,Industrial Production Managers,11-3051,Industrial Production Managers,0.5086878,raw_crosswalk_single_match,,notebook_raw_soc_bridge,197480.0,0.0015142218618733382,True
29-1292,Dental Hygienists,29-2021,Dental Hygienists,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,197140.0,0.0015116148361844738,False
11-3121,Human Resources Managers,11-3121,Human Resources Managers,1.320417,raw_crosswalk_single_match,,notebook_raw_soc_bridge,195340.0,0.0014978129354787212,True
51-9199,"Production Workers, All Other",51-9199,"Production Workers, All Other",-1.290964,raw_crosswalk_single_match,,notebook_raw_soc_bridge,194170.0,0.0014888417000199822,True
11-9041,Architectural and Engineering Managers,11-9041,Architectural and Engineering Managers,0.8370105,raw_crosswalk_single_match,,notebook_raw_soc_bridge,191870.0,0.001471205938007076,True
